下单时间,推广设备,计划ID,计划名称,品类名,SKUID,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,预售订单行,预售订单金额,直接加购数,间接加购数,总加购数,转化率(%),ROI,下单新客数,访问页面数,页面平均访问时长,深度进店数,店铺关注数,商品关注数,预约数,领劵数,推广模式
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10055223229862,130,7,5.38,72.43,557.15,10.35,0,0.00,2,567.00,2,567.00,0,0.00,5,9,14,28.57,7.83,1,40,31.1,1,1,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187552,130,1,0.77,2.04,15.69,2.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,8,13.0,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187552,130,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-唇彩唇蜜/唇釉,10053144187550,130,22,16.92,116.83,898.69,5.31,0,0.00,3,516.00,3,516.00,0,0.00,5,12,17,13.64,4.42,3,67,30.1,0,1,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-口红,10048983091897,130,3,2.31,4.71,36.23,1.57,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,5,11.8,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045416453466,130,4,3.08,3.84,29.54,0.96,0,0.00,0,0.00,0,0.00,0,0.00,0,2,2,0.00,0.00,0,18,16.4,0,0,0,0,0,普通推广
20230417,全部,1001313761,海投新客推广,花西子-卸妆,10043755049206,130,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-彩妆套装,10041709741614,130,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10029845862616,130,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230417,全部,1001313761,海投新客推广,花西子-眼线笔/眼线液,65643233647,130,8,6.15,24.41,187.77,3.05,1,69.00,1,138.00,2,207.00,0,0.00,4,1,5,25.00,8.48,2,45,15.5,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-眼影,10060745254878,129,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10059886080791,129,1,0.78,0.58,4.50,0.58,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187551,129,3,2.33,4.51,34.96,1.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,5,7.4,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570515,129,4,3.10,36.62,283.88,9.16,0,0.00,1,269.00,1,269.00,0,0.00,0,1,1,25.00,7.35,1,11,14.1,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570515,129,4,3.10,33.79,261.94,8.45,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,14,7.7,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570515,129,1,0.78,2.16,16.74,2.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,4.5,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-卸妆,10043755049206,129,6,4.65,16.02,124.19,2.67,1,209.00,0,0.00,1,209.00,0,0.00,2,0,2,16.67,13.05,1,11,5.7,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-口红,65679377849,129,1,0.78,1.93,14.96,1.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,3.0,0,0,0,0,0,普通推广
20230407,全部,1001313761,海投新客推广,花西子-粉底液/膏,10060509308535,128,2,1.56,24.05,187.89,12.03,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,1,1.0,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057697062004,128,1,0.78,2.16,16.88,2.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,29.0,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,128,5,3.91,7.92,61.88,1.58,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,12,24.9,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10048595005200,128,4,3.13,76.94,601.09,19.24,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,3,13.7,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045416453466,128,4,3.13,10.85,84.77,2.71,0,0.00,0,0.00,0,0.00,0,0.00,0,2,2,0.00,0.00,0,19,26.2,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045415993762,128,3,2.34,9.96,77.81,3.32,0,0.00,0,0.00,0,0.00,0,0.00,1,5,6,0.00,0.00,0,7,4.4,0,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10044190668640,128,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716686,128,2,1.56,1.74,13.59,0.87,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,3.5,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-粉饼,10032171629838,128,3,2.34,6.74,52.66,2.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,7,12.1,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,65658318805,128,3,2.34,8.46,66.09,2.82,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,6,10.3,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,127,2,1.57,4.35,34.25,2.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,5.0,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-修容/阴影,10046066441178,127,3,2.36,24.83,195.51,8.28,1,219.00,0,0.00,1,219.00,0,0.00,1,0,1,33.33,8.82,1,16,44.3,1,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045415993762,127,2,1.57,11.92,93.86,5.96,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,8,62.4,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10044190668640,127,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉底液/膏,10043810570512,127,3,2.36,33.28,262.05,11.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,8.5,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716686,127,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-口红,10029981109605,127,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,10021040859994,127,4,3.15,15.14,119.21,3.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,5.8,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-修容/阴影,65647140196,127,3,2.36,9.94,78.27,3.31,0,0.00,1,129.00,1,129.00,0,0.00,0,1,1,33.33,12.98,1,4,10.5,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-粉底液/膏,10071427753844,126,1,0.79,2.43,19.29,2.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,5.0,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057697062004,126,1,0.79,3.10,24.60,3.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,5.0,0,0,0,0,0,普通推广
20230426,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10048533931581,126,4,3.17,26.66,211.59,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,1.3,2,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-口红,10048028610108,126,4,3.17,29.85,236.90,7.46,0,0.00,1,129.00,1,129.00,0,0.00,0,1,1,25.00,4.32,0,6,22.7,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792359,126,4,3.17,6.42,50.95,1.61,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,122.3,0,0,0,0,0,普通推广
20230415,全部,1001313761,海投新客推广,花西子-卸妆,10043755049206,126,2,1.59,10.56,83.81,5.28,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,27.3,1,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-口红,10025060420797,126,1,0.79,2.00,15.87,2.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230416,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,71687041937,126,1,0.79,8.22,65.24,8.22,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,1,90.0,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-口红,65679377855,126,3,2.38,5.14,40.79,1.71,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,8,25.5,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063845015115,125,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-口红,10029018449470,125,1,0.80,1.92,15.36,1.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,4.0,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,10022706282767,125,2,1.60,27.04,216.32,13.52,0,0.00,2,158.00,2,158.00,0,0.00,0,3,3,100.00,5.84,1,4,22.5,0,0,0,0,0,普通推广
20230404,全部,1001313761,海投新客推广,花西子-粉饼,65658318805,125,5,4.00,52.98,423.84,10.60,0,0.00,1,149.00,1,149.00,0,0.00,1,1,2,20.00,2.81,1,9,13.3,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073377082548,124,5,4.03,7.23,58.31,1.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,4.5,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,124,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10048595005200,124,6,4.84,32.04,258.39,5.34,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,11.3,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-彩妆套装,10047689998402,124,2,1.61,25.14,202.74,12.57,0,0.00,0,0.00,0,0.00,0,0.00,0,3,3,0.00,0.00,0,11,16.4,0,0,0,0,1,普通推广
20230407,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10042514732633,124,2,1.61,3.93,31.69,1.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,5,5.8,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716683,124,2,1.61,4.16,33.55,2.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,5.0,0,0,0,0,0,普通推广
20230417,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10038416971360,124,4,3.23,5.33,42.98,1.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,7,21.0,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980727,124,2,1.61,3.57,28.79,1.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,35.5,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980724,124,2,1.61,3.24,26.13,1.62,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,8.5,0,0,0,0,0,普通推广
20230415,全部,1001313761,海投新客推广,花西子-口红,10030031506068,124,6,4.84,21.70,175.00,3.62,0,0.00,0,0.00,0,0.00,0,0.00,2,3,5,0.00,0.00,0,131,11.4,1,0,0,0,0,普通推广
20230416,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282768,124,3,2.42,7.23,58.31,2.41,0,0.00,0,0.00,0,0.00,0,0.00,0,2,2,0.00,0.00,0,17,17.6,1,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073377082545,123,6,4.88,9.71,78.94,1.62,0,0.00,0,0.00,0,0.00,0,0.00,6,1,7,0.00,0.00,0,13,17.7,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073377082545,123,6,4.88,15.17,123.33,2.53,2,398.00,0,0.00,2,398.00,0,0.00,3,1,4,33.33,26.24,1,12,23.1,0,0,0,0,1,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-唇彩唇蜜/唇釉,10053144187550,123,9,7.32,21.07,171.30,2.34,0,0.00,0,0.00,0,0.00,0,0.00,3,0,3,0.00,0.00,0,26,17.5,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-口红,10048983091897,123,2,1.63,4.11,33.41,2.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,11,18.8,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716685,123,2,1.63,5.86,47.64,2.93,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,5,7.2,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-其它彩妆,10039463716684,123,1,0.81,5.47,44.47,5.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-口红,10034531348931,123,5,4.07,10.70,86.99,2.14,0,0.00,0,0.00,0,0.00,0,0.00,1,3,4,0.00,0.00,0,26,85.4,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-粉饼,10032171629838,123,3,2.44,23.27,189.19,7.76,0,0.00,1,179.00,1,179.00,0,0.00,0,1,1,33.33,7.69,1,14,11.1,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,10022706282768,123,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,10021504938237,123,8,6.50,57.64,468.62,7.21,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,31,24.7,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,65679377852,123,5,4.07,32.34,262.93,6.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,24.5,0,0,0,0,0,普通推广
20230414,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,65655997099,123,2,1.63,6.19,50.33,3.10,0,0.00,0,0.00,0,0.00,0,0.00,0,2,2,0.00,0.00,0,8,14.9,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-修容/阴影,65647140197,123,9,7.32,35.33,287.24,3.93,1,129.00,1,129.00,2,258.00,0,0.00,1,4,5,22.22,7.30,1,51,52.8,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-修容/阴影,65647140197,123,5,4.07,5.53,44.96,1.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,8.7,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187552,122,3,2.46,7.57,62.05,2.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,10.5,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187552,122,1,0.82,2.16,17.70,2.16,0,0.00,0,0.00,0,0.00,0,0.00,2,3,5,0.00,0.00,0,4,13.8,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187552,122,1,0.82,1.93,15.82,1.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570513,122,6,4.92,35.38,290.00,5.90,0,0.00,0,0.00,0,0.00,0,0.00,2,4,6,0.00,0.00,0,23,21.7,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570512,122,2,1.64,5.38,44.10,2.69,1,269.00,0,0.00,1,269.00,0,0.00,2,1,3,50.00,50.00,0,9,77.8,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10038416971360,122,5,4.10,6.02,49.34,1.20,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,6,15.7,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-彩妆套装,10035352406883,122,1,0.82,14.24,116.72,14.24,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,16,8.1,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-粉饼,10033274350359,122,3,2.46,5.80,47.54,1.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-口红,65679377855,122,6,4.92,12.13,99.43,2.02,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,11,73.7,0,0,0,0,0,普通推广
20230408,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10067561251804,121,1,0.83,1.39,11.49,1.39,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,15.3,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063844931707,121,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623303,121,1,0.83,1.96,16.20,1.96,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,0.0,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623302,121,2,1.65,4.67,38.60,2.34,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,360.0,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10059886080791,121,6,4.96,17.16,141.82,2.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,13,52.5,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10055223229862,121,2,1.65,3.67,30.33,1.84,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,1.0,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187551,121,2,1.65,3.29,27.19,1.65,0,0.00,0,0.00,0,0.00,0,0.00,0,3,3,0.00,0.00,0,21,12.8,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-口红,10048983091897,121,5,4.13,22.84,188.76,4.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,13,3.2,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570515,121,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980724,121,1,0.83,1.92,15.87,1.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,34.0,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980724,121,1,0.83,1.31,10.83,1.31,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,4.0,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980724,121,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230418,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,67719426908,121,2,1.65,11.13,91.98,5.57,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,12,15.7,2,0,0,0,1,普通推广
20230403,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,65655997099,121,3,2.48,16.49,136.28,5.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,5,32.6,2,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486220,121,3,2.48,29.35,242.56,9.78,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,120,14.7,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-修容/阴影,65647140197,121,7,5.79,34.19,282.56,4.88,1,129.00,0,0.00,1,129.00,0,0.00,2,0,2,14.29,3.77,1,9,7.9,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073377082545,120,3,2.50,6.80,56.67,2.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,7.7,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-口红,10072760848070,120,3,2.50,7.44,62.00,2.48,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,10,26.4,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187551,120,3,2.50,4.70,39.17,1.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,132.3,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-口红,10048028610108,120,3,2.50,9.23,76.92,3.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10047778788887,120,8,6.67,62.08,517.33,7.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,9,17.0,0,0,0,0,0,普通推广
20230402,全部,1001313761,海投新客推广,花西子-高光,10046066441178,120,1,0.83,4.76,39.67,4.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,2.0,1,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570515,120,10,8.33,28.19,234.92,2.82,0,0.00,1,269.00,1,269.00,0,0.00,1,3,4,10.00,9.54,0,62,16.5,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-彩妆套装,10041709741614,120,1,0.83,5.69,47.42,5.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-其它彩妆,10039463716684,120,6,5.00,28.79,239.92,4.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,21,9.4,1,0,0,0,0,普通推广
20230414,全部,1001313761,海投新客推广,花西子-粉饼,10032171629838,120,3,2.50,32.49,270.75,10.83,1,199.00,0,0.00,1,199.00,0,0.00,1,0,1,33.33,6.12,0,1,2.0,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-口红,10029981109605,120,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230401,全部,1001313761,海投新客推广,花西子-彩妆套装,69434394349,120,2,1.67,22.97,191.42,11.49,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,50.0,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-粉饼,65658318805,120,3,2.50,9.90,82.50,3.30,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,7,64.9,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486221,120,5,4.17,22.73,189.42,4.55,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,16,19.1,0,0,0,0,1,普通推广
20230422,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174478,120,1,0.83,1.08,9.00,1.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,8.0,0,0,0,0,0,普通推广
