下单时间,推广设备,计划ID,计划名称,品类名,SKUID,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,预售订单行,预售订单金额,直接加购数,间接加购数,总加购数,转化率(%),ROI,下单新客数,访问页面数,页面平均访问时长,深度进店数,店铺关注数,商品关注数,预约数,领劵数,推广模式
20230416,全部,1001313761,海投新客推广,花西子-眼影,10060745254879,882,28,3.17,139.59,158.27,4.99,0,0.00,5,526.91,5,526.91,0,0.00,5,3,8,17.86,3.77,2,50,18.7,5,0,0,0,0,普通推广
20230404,全部,1001313761,海投新客推广,花西子-口红,65679377850,882,42,4.76,198.65,225.23,4.73,0,0.00,4,516.00,4,516.00,0,0.00,5,9,14,9.52,2.60,3,228,14.7,3,1,1,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-粉饼,69623845019,881,9,1.02,131.80,149.60,14.64,1,179.00,1,358.00,2,537.00,0,0.00,2,2,4,22.22,4.07,1,29,15.2,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-唇膜/唇部精华,65647681420,881,45,5.11,91.73,104.12,2.04,10,690.00,2,298.00,12,988.00,0,0.00,14,5,19,26.67,10.77,10,74,13.6,0,0,1,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10048533931581,880,5,0.57,13.33,15.15,2.67,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,9,15.8,0,0,0,0,0,普通推广
20230408,全部,1001313761,海投新客推广,花西子-卸妆,65643896451,880,60,6.82,213.25,242.33,3.55,2,98.00,2,59.01,4,157.01,0,0.00,25,4,29,6.67,0.74,1,68,8.5,0,0,0,0,4,普通推广
20230417,全部,626847635,经典海投计划,花西子-粉底液/膏,10020956900885,879,16,1.82,85.15,96.87,5.32,1,229.00,0,0.00,1,229.00,0,0.00,6,6,12,6.25,2.69,1,48,23.1,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-口红,10029018449469,877,35,3.99,111.51,127.15,3.19,0,0.00,0,0.00,0,0.00,0,0.00,9,1,10,0.00,0.00,0,60,41.3,0,0,1,0,0,普通推广
20230418,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,71687041936,876,51,5.82,264.00,301.37,5.18,2,138.00,7,592.00,9,730.00,0,0.00,13,21,34,17.65,2.77,4,168,19.3,7,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉底液/膏,10020956900883,875,16,1.83,165.87,189.57,10.37,0,0.00,1,269.00,1,269.00,0,0.00,3,3,6,6.25,1.62,1,60,16.0,2,0,0,0,2,普通推广
20230422,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10048028610105,874,16,1.83,95.72,109.52,5.98,0,0.00,1,199.00,1,199.00,0,0.00,4,1,5,6.25,2.08,1,79,23.7,7,0,0,0,0,普通推广
20230417,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,873,44,5.04,178.78,204.79,4.06,3,207.00,4,365.00,7,572.00,0,0.00,11,15,26,15.91,3.20,7,141,18.0,0,0,0,0,2,普通推广
20230408,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,873,50,5.73,131.67,150.82,2.63,7,483.00,2,268.00,9,751.00,0,0.00,24,4,28,18.00,5.70,7,79,23.8,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,873,36,4.12,89.67,102.71,2.49,7,483.00,0,0.00,7,483.00,0,0.00,16,0,16,19.44,5.39,2,65,17.7,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057694807144,872,15,1.72,30.78,35.30,2.05,1,129.00,0,0.00,1,129.00,0,0.00,4,0,4,6.67,4.19,1,28,13.2,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,872,9,1.03,20.75,23.80,2.31,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,76,10.3,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,872,78,8.94,218.46,250.53,2.80,3,207.00,6,434.00,9,641.00,0,0.00,29,20,49,11.54,2.93,6,243,23.4,0,0,0,0,0,普通推广
20230413,全部,1001313761,海投新客推广,花西子-腮红/胭脂,65644223611,870,46,5.29,234.99,270.10,5.11,4,356.00,2,198.00,6,554.00,0,0.00,19,9,28,13.04,2.36,4,108,21.4,2,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-粉底液/膏,10020956900883,869,16,1.84,73.67,84.78,4.60,0,0.00,0,0.00,0,0.00,0,0.00,0,2,2,0.00,0.00,0,44,37.9,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10033413704410,868,48,5.53,554.16,638.43,11.55,3,507.00,5,805.00,8,1312.00,0,0.00,23,26,49,16.67,2.37,6,214,25.6,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,867,67,7.73,298.72,344.54,4.46,4,276.00,5,365.00,9,641.00,0,0.00,20,28,48,13.43,2.15,8,267,18.1,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-口红,65679377845,867,14,1.61,39.74,45.84,2.84,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,76,23.7,0,1,0,0,1,普通推广
20230424,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,867,24,2.77,72.94,84.13,3.04,2,138.00,0,0.00,2,138.00,0,0.00,9,2,11,8.33,1.89,2,68,59.9,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-定妆喷雾,10035025417065,866,16,1.85,54.40,62.82,3.40,1,181.00,2,330.00,3,511.00,0,0.00,5,2,7,18.75,9.39,1,52,20.3,0,1,0,0,0,普通推广
20230422,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10031814298612,865,70,8.09,449.06,519.14,6.42,0,0.00,5,795.00,5,795.00,0,0.00,19,20,39,7.14,1.77,5,349,16.0,2,0,0,0,2,普通推广
20230414,全部,626847635,经典海投计划,花西子-粉饼,69623845019,862,30,3.48,309.52,359.07,10.32,3,537.00,4,756.00,7,1293.00,0,0.00,7,9,16,23.33,4.18,4,122,10.9,0,0,0,0,1,普通推广
20230403,全部,626847635,经典海投计划,花西子-口红,10048028610110,861,16,1.86,84.44,98.07,5.28,1,219.00,0,0.00,1,219.00,0,0.00,7,2,9,6.25,2.59,1,57,21.6,0,0,0,0,1,普通推广
20230425,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,860,36,4.19,119.39,138.83,3.32,0,0.00,0,0.00,0,0.00,0,0.00,8,2,10,0.00,0.00,0,52,37.3,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-粉饼,10064620812409,859,59,6.87,407.81,474.75,6.91,6,1194.00,0,0.00,6,1194.00,0,0.00,23,20,43,10.17,2.93,4,266,22.5,0,0,0,0,4,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10063465552246,859,24,2.79,158.91,184.99,6.62,0,0.00,0,0.00,0,0.00,0,0.00,4,7,11,0.00,0.00,0,32,23.6,7,0,0,0,0,普通推广
20230402,全部,1001313761,海投新客推广,花西子-眼影,10042514674291,859,32,3.73,208.01,242.15,6.50,2,398.00,0,0.00,2,398.00,0,0.00,5,5,10,6.25,1.91,1,68,19.6,4,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10021328034428,859,16,1.86,45.12,52.53,2.82,0,0.00,1,139.00,1,139.00,0,0.00,0,5,5,6.25,3.08,1,26,19.4,0,0,0,0,0,普通推广
20230411,全部,1001313761,海投新客推广,花西子-彩妆套装,68477031919,859,41,4.77,307.66,358.16,7.50,0,0.00,2,2097.00,2,2097.00,0,0.00,2,6,8,4.88,6.82,2,153,20.1,0,0,0,0,2,普通推广
20230426,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486220,859,22,2.56,100.68,117.21,4.58,0,0.00,0,0.00,0,0.00,0,0.00,1,2,3,0.00,0.00,0,45,29.0,4,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-卸妆,65643896451,859,30,3.49,70.88,82.51,2.36,4,392.00,5,137.81,9,529.81,0,0.00,11,9,20,30.00,7.47,5,50,35.1,0,0,0,0,1,普通推广
20230406,全部,626847635,经典海投计划,花西子-卸妆,65643896451,858,44,5.13,157.20,183.22,3.57,6,392.00,1,59.00,7,451.00,0,0.00,17,6,23,15.91,2.87,5,91,19.3,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,65638174479,857,55,6.42,571.17,666.48,10.38,2,298.00,4,636.00,6,934.00,0,0.00,17,18,35,10.91,1.64,6,328,19.3,0,0,0,0,2,普通推广
20230402,全部,626847635,经典海投计划,花西子-口红,10048028610110,856,25,2.92,95.24,111.26,3.81,0,0.00,1,219.00,1,219.00,0,0.00,6,7,13,4.00,2.30,1,68,35.0,0,0,0,0,1,普通推广
20230410,全部,1001313761,海投新客推广,花西子-口红,10048028610105,856,17,1.99,91.61,107.02,5.39,1,219.00,0,0.00,1,219.00,0,0.00,12,1,13,5.88,2.39,1,70,23.2,8,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,856,14,1.64,31.14,36.38,2.22,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,9,22.8,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,856,71,8.29,359.96,420.51,5.07,3,207.00,17,1758.00,20,1965.00,0,0.00,21,36,57,28.17,5.46,14,219,16.4,0,0,1,0,1,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486221,855,49,5.73,420.23,491.50,8.58,2,278.00,4,616.00,6,894.00,0,0.00,17,11,28,12.24,2.13,4,228,18.6,0,1,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10067561251804,852,19,2.23,72.80,85.45,3.83,0,0.00,1,169.00,1,169.00,0,0.00,4,2,6,5.26,2.32,1,56,54.3,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,69623845019,852,50,5.87,466.34,547.35,9.33,1,179.00,3,557.00,4,736.00,0,0.00,12,15,27,8.00,1.58,3,161,17.7,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-卸妆,10058969482684,851,13,1.53,112.97,132.75,8.69,1,229.00,0,0.00,1,229.00,0,0.00,8,1,9,7.69,2.03,1,32,11.5,4,0,0,0,1,普通推广
20230422,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10040887343123,851,50,5.88,48.96,57.53,0.98,0,0.00,13,1395.00,13,1395.00,0,0.00,5,21,26,26.00,28.49,8,198,14.1,0,0,1,0,2,普通推广
20230413,全部,1001313761,海投新客推广,花西子-定妆喷雾,10035022966475,850,68,8.00,614.61,723.07,9.04,5,645.00,9,1331.00,14,1976.00,0,0.00,11,28,39,20.59,3.22,9,224,23.6,3,0,2,0,4,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,10022706282769,850,29,3.41,188.88,222.21,6.51,1,89.00,1,69.00,2,158.00,0,0.00,7,6,13,6.90,0.84,2,72,26.9,4,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-定妆喷雾,10035025417065,848,11,1.30,57.79,68.15,5.25,1,179.00,2,368.00,3,547.00,0,0.00,4,5,9,27.27,9.47,2,59,21.3,0,1,0,0,5,普通推广
20230404,全部,1001313761,海投新客推广,花西子-粉底液/膏,10020956900883,848,21,2.48,151.03,178.10,7.19,0,0.00,3,866.00,3,866.00,0,0.00,3,4,7,14.29,5.73,1,75,18.0,9,0,0,0,0,普通推广
20230408,全部,626847635,经典海投计划,花西子-口红,10048028610107,847,13,1.53,29.56,34.90,2.27,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,21,13.6,0,0,0,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-腮红/胭脂,10025645853283,847,10,1.18,21.35,25.21,2.14,0,0.00,1,202.00,1,202.00,0,0.00,3,9,12,10.00,9.46,1,11,15.5,0,0,1,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,847,43,5.08,247.56,292.28,5.76,5,695.00,3,417.00,8,1112.00,0,0.00,9,6,15,18.60,4.49,4,112,23.9,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10033413704410,846,97,11.47,853.71,1009.11,8.80,3,507.00,11,1853.00,14,2360.00,0,0.00,33,69,102,14.43,2.76,9,562,19.5,1,0,0,0,3,普通推广
20230402,全部,626847635,经典海投计划,花西子-口红,10020371317801,846,6,0.71,19.50,23.05,3.25,1,219.00,0,0.00,1,219.00,0,0.00,1,0,1,16.67,11.23,1,44,13.0,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,845,31,3.67,136.18,161.16,4.39,0,0.00,1,139.00,1,139.00,0,0.00,12,4,16,3.23,1.02,1,60,34.1,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-口红,10047778788887,844,22,2.61,160.92,190.66,7.31,0,0.00,0,0.00,0,0.00,0,0.00,2,7,9,0.00,0.00,0,90,29.7,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570514,844,15,1.78,81.77,96.88,5.45,1,269.00,0,0.00,1,269.00,0,0.00,2,0,2,6.67,3.29,1,12,10.6,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282767,844,23,2.73,149.27,176.86,6.49,0,0.00,1,89.00,1,89.00,0,0.00,3,1,4,4.35,0.60,1,45,18.4,2,0,0,0,0,普通推广
20230405,全部,1001313761,海投新客推广,花西子-口红,65679377850,844,32,3.79,139.87,165.72,4.37,1,129.00,3,387.00,4,516.00,0,0.00,7,6,13,12.50,3.69,3,122,22.5,3,0,0,0,0,普通推广
20230406,全部,1001313761,海投新客推广,花西子-口红,10029845862616,843,3,0.36,11.95,14.18,3.98,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,11,55.2,1,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-粉饼,69623845019,843,17,2.02,343.91,407.96,20.23,3,537.00,3,537.00,6,1074.00,0,0.00,5,4,9,35.29,3.12,1,30,37.5,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980726,842,23,2.73,39.26,46.63,1.71,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,60,9.3,0,0,2,0,0,普通推广
20230409,全部,1001313761,海投新客推广,花西子-定妆喷雾,10035022966475,842,88,10.45,670.81,796.69,7.62,7,903.00,6,994.00,13,1897.00,0,0.00,21,23,44,14.77,2.83,11,305,20.6,4,1,0,0,4,普通推广
20230417,全部,626847635,经典海投计划,花西子-口红,10030031506068,842,10,1.19,22.88,27.17,2.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,17,10.6,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,841,52,6.18,260.87,310.19,5.02,0,0.00,7,1163.00,7,1163.00,0,0.00,7,9,16,13.46,4.46,5,138,21.7,0,0,0,0,1,普通推广
20230406,全部,1001313761,海投新客推广,花西子-粉底液/膏,10020956900885,840,53,6.31,414.38,493.31,7.82,3,687.00,1,169.00,4,856.00,0,0.00,18,8,26,7.55,2.07,3,128,16.1,6,0,1,0,1,普通推广
20230414,全部,626847635,经典海投计划,花西子-唇膜/唇部精华,65647681420,840,36,4.29,77.86,92.69,2.16,7,483.00,0,0.00,7,483.00,0,0.00,16,0,16,19.44,6.20,6,77,17.6,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10048595005200,839,7,0.83,30.62,36.50,4.37,1,368.00,0,0.00,1,368.00,0,0.00,1,0,1,14.29,12.02,1,18,7.8,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-定妆喷雾,10035025417065,839,20,2.38,102.73,122.44,5.14,2,358.00,0,0.00,2,358.00,0,0.00,3,0,3,10.00,3.48,2,27,36.4,0,0,0,0,0,普通推广
20230403,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10031814298612,839,14,1.67,91.70,109.30,6.55,2,338.00,0,0.00,2,338.00,0,0.00,1,5,6,14.29,3.69,0,39,34.9,3,0,1,0,1,普通推广
20230417,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,838,14,1.67,30.80,36.75,2.20,0,0.00,0,0.00,0,0.00,0,0.00,1,6,7,0.00,0.00,0,15,12.5,0,0,0,0,0,普通推广
20230404,全部,626847635,经典海投计划,花西子-口红,65679377845,838,5,0.60,8.45,10.08,1.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,6.0,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10033413704410,837,172,20.55,1148.24,1371.85,6.68,2,338.00,7,1153.00,9,1491.00,0,0.00,35,39,74,5.23,1.30,7,812,19.5,0,4,0,0,5,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10048028610105,836,24,2.87,153.60,183.73,6.40,0,0.00,1,219.00,1,219.00,0,0.00,6,6,12,4.17,1.43,1,105,13.6,8,0,0,0,1,普通推广
20230406,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,65655997098,836,48,5.74,235.18,281.32,4.90,3,207.00,8,641.00,11,848.00,0,0.00,15,14,29,22.92,3.61,9,133,18.7,4,0,0,0,0,普通推广
20230406,全部,1001313761,海投新客推广,花西子-卸妆,65643896451,836,67,8.01,246.15,294.44,3.67,4,245.00,1,59.00,5,304.00,0,0.00,22,4,26,7.46,1.24,4,104,15.3,1,0,0,0,1,普通推广
20230422,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,836,16,1.91,24.48,29.28,1.53,4,345.00,0,0.00,4,345.00,0,0.00,13,1,14,25.00,14.09,3,24,35.2,0,1,0,0,3,普通推广
20230416,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,836,57,6.82,510.60,610.77,8.96,5,745.00,3,447.00,8,1192.00,0,0.00,15,10,25,14.04,2.33,6,213,16.5,0,0,0,0,0,普通推广
20230402,全部,1001313761,海投新客推广,花西子-口红,65658199887,835,13,1.56,82.41,98.69,6.34,0,0.00,1,379.00,1,379.00,0,0.00,0,1,1,7.69,4.60,0,22,16.5,2,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,834,7,0.84,16.13,19.34,2.30,1,99.00,0,0.00,1,99.00,0,0.00,1,0,1,14.29,6.14,1,12,12.6,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-卸妆,65643896451,833,66,7.92,344.17,413.17,5.21,8,588.00,2,177.00,10,765.00,0,0.00,27,9,36,15.15,2.22,8,109,16.4,1,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,832,24,2.88,134.75,161.96,5.61,0,0.00,1,139.00,1,139.00,0,0.00,10,3,13,4.17,1.03,1,70,11.4,0,1,0,0,1,普通推广
20230404,全部,1001313761,海投新客推广,花西子-粉底液/膏,10060509308538,831,13,1.56,99.65,119.92,7.67,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,41,32.6,8,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-唇膜/唇部精华,65647681420,831,28,3.37,108.21,130.22,3.86,1,69.00,0,0.00,1,69.00,0,0.00,4,0,4,3.57,0.64,1,38,32.8,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-粉饼,10051976362384,830,15,1.81,59.79,72.04,3.99,0,0.00,0,0.00,0,0.00,0,0.00,7,0,7,0.00,0.00,0,32,21.3,0,0,0,0,1,普通推广
20230415,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,830,35,4.22,132.61,159.77,3.79,3,417.00,4,546.00,7,963.00,0,0.00,11,7,18,20.00,7.26,6,107,15.3,0,1,0,0,2,普通推广
20230407,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,828,6,0.72,13.02,15.72,2.17,1,149.00,0,0.00,1,149.00,0,0.00,1,0,1,16.67,11.44,1,12,12.3,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-彩妆套装,10047689998403,828,63,7.61,573.79,692.98,9.11,0,0.00,0,0.00,0,0.00,0,0.00,1,4,5,0.00,0.00,0,208,31.6,0,0,0,0,0,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-定妆喷雾,10035022966475,827,36,4.35,338.08,408.80,9.39,2,258.00,2,507.00,4,765.00,0,0.00,7,4,11,11.11,2.26,4,118,18.5,7,1,0,0,1,普通推广
20230414,全部,1001313761,海投新客推广,花西子-粉饼,10051976362384,825,24,2.91,214.50,260.00,8.94,1,199.00,0,0.00,1,199.00,0,0.00,6,0,6,4.17,0.93,0,61,15.1,6,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,825,9,1.09,28.89,35.02,3.21,1,99.00,0,0.00,1,99.00,0,0.00,2,1,3,11.11,3.43,0,9,25.1,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-粉饼,10020168479897,825,9,1.09,26.18,31.73,2.91,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,7,14.1,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-口红,65679377845,825,10,1.21,24.59,29.81,2.46,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,12,6.8,0,0,0,0,0,普通推广
20230408,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,65638174479,825,42,5.09,389.56,472.19,9.28,0,0.00,1,169.00,1,169.00,0,0.00,6,11,17,2.38,0.43,1,112,24.8,0,0,0,0,0,普通推广
20230411,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282767,824,17,2.06,105.51,128.05,6.21,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,33,32.1,1,0,0,0,0,普通推广
20230416,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,65638174480,824,76,9.22,656.88,797.18,8.64,3,447.00,8,1272.00,11,1719.00,0,0.00,17,34,51,14.47,2.62,9,350,23.6,1,1,0,0,1,普通推广
20230418,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,823,17,2.07,55.15,67.01,3.24,1,149.00,0,0.00,1,149.00,0,0.00,2,3,5,5.88,2.70,1,79,18.1,0,0,0,0,0,普通推广
20230403,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,65638174480,823,25,3.04,159.25,193.50,6.37,0,0.00,4,636.00,4,636.00,0,0.00,9,6,15,16.00,3.99,4,60,22.3,4,0,0,0,1,普通推广
20230425,全部,626847635,经典海投计划,花西子-粉底液/膏,10060509308535,822,19,2.31,95.39,116.05,5.02,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,46,38.7,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716685,821,1,0.12,9.34,11.38,9.34,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486221,821,50,6.09,343.57,418.48,6.87,0,0.00,2,278.00,2,278.00,0,0.00,6,9,15,4.00,0.81,2,176,28.5,1,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,821,39,4.75,150.92,183.82,3.87,3,207.00,2,238.00,5,445.00,0,0.00,17,8,25,12.82,2.95,5,90,13.0,0,0,0,0,1,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-卸妆,10058969482684,820,18,2.20,156.49,190.84,8.69,0,0.00,0,0.00,0,0.00,0,0.00,2,5,7,0.00,0.00,0,33,10.9,2,0,1,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,820,2,0.24,3.57,4.35,1.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,17.5,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-粉饼,10064620812409,819,38,4.64,203.77,248.80,5.36,3,597.00,3,597.00,6,1194.00,0,0.00,21,9,30,15.79,5.86,5,126,22.7,0,0,0,0,2,普通推广
20230405,全部,1001313761,海投新客推广,花西子-定妆喷雾,10035025417065,819,16,1.95,124.00,151.40,7.75,4,716.00,0,0.00,4,716.00,0,0.00,6,1,7,25.00,5.77,2,28,23.4,6,0,0,0,0,普通推广
20230418,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,65679377850,819,20,2.44,121.09,147.85,6.05,0,0.00,1,89.00,1,89.00,0,0.00,7,4,11,5.00,0.73,1,98,14.8,7,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-彩妆套装,10066548930988,818,27,3.30,207.53,253.70,7.69,0,0.00,1,1314.00,1,1314.00,0,0.00,2,2,4,3.70,6.33,0,87,17.6,0,1,0,0,1,普通推广
20230407,全部,1001313761,海投新客推广,花西子-口红,10048028612012,818,25,3.06,169.01,206.61,6.76,0,0.00,2,438.00,2,438.00,0,0.00,12,5,17,8.00,2.59,2,85,17.5,2,0,0,0,1,普通推广
20230408,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980726,818,14,1.71,43.80,53.55,3.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,43,7.9,0,0,0,0,0,普通推广
20230405,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282767,817,37,4.53,209.94,256.96,5.67,1,89.00,2,168.00,3,257.00,0,0.00,11,5,16,8.11,1.22,3,63,12.9,4,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-口红,10048028610105,814,20,2.46,40.30,49.51,2.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,24,8.8,0,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10033413704410,814,7,0.86,28.51,35.02,4.07,0,0.00,1,169.00,1,169.00,0,0.00,0,2,2,14.29,5.93,1,24,26.8,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉底液/膏,10020956900885,814,41,5.04,298.99,367.31,7.29,1,229.00,2,368.00,3,597.00,0,0.00,4,3,7,7.32,2.00,3,118,22.2,2,0,1,0,1,普通推广
20230404,全部,1001313761,海投新客推广,花西子-粉底液/膏,10020956900885,814,34,4.18,250.75,308.05,7.38,0,0.00,3,627.00,3,627.00,0,0.00,5,15,20,8.82,2.50,2,195,13.6,5,0,0,0,2,普通推广
