日期,推广计划,计划ID,营销场景,展现量,点击量,点击率,广告消耗,点击单价,ECPM,订单行量,订单金额,预售订单行,预售订单金额,ROI,订单行成本,转化率,加购数,加购成本,下单新客数,商品关注数,店铺关注数,预约数,领劵数,表单提交量,表单提交成本,直播点赞数,直播评论数,直播分享数,直播关注数,直播互动数,直播互动率,直播互动成本,拉新新客数,拉新新客成本,腾讯点赞数,腾讯评论数,腾讯图片点击数,腾讯关注数,腾讯转发数,
20230401~20230426,华硕品牌联合活动-京东联盟,1200768072,自定义,295618,5901,2.00,4112.24,0.70,13.91,0,0.00,0,0.00,0.00,0.00,0.00,4,1028.06,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,
